출발기관,도착기관,편도거리_km
서울_본청,경북_성주교육지원청,268.5
서울_본청,경북_칠곡교육지원청,280.6
서울_본청,경북_예천교육지원청,287.1
서울_본청,경북_봉화교육지원청,295.5
서울_본청,경북_울진교육지원청,280.2
서울_본청,경북_울릉교육지원청,275.9
서울_본청,경남_본청,364.6
서울_본청,경남_창원교육지원청,339.0
서울_본청,경남_진주교육지원청,362.7
서울_본청,경남_통영교육지원청,334.4
서울_본청,경남_사천교육지원청,340.6
서울_본청,경남_김해교육지원청,355.2
서울_본청,경남_밀양교육지원청,341.1
서울_본청,경남_거제교육지원청,357.9
서울_본청,경남_양산교육지원청,363.3
서울_본청,경남_의령교육지원청,346.6
서울_본청,경남_함안교육지원청,360.6
서울_본청,경남_창녕교육지원청,332.1
서울_본청,경남_고성교육지원청,368.3
서울_본청,경남_남해교육지원청,337.1
서울_본청,경남_하동교육지원청,353.3
서울_본청,경남_산청교육지원청,337.8
서울_본청,경남_함양교육지원청,336.1
서울_본청,경남_거창교육지원청,359.4
서울_본청,경남_합천교육지원청,343.6
서울_본청,제주_본청,455.9
서울_본청,제주_제주교육지원청,453.4
서울_본청,제주_서귀포교육지원청,450.3
서울_동부교육지원청,서울_본청,40.5
서울_동부교육지원청,서울_서부교육지원청,22.3
서울_동부교육지원청,서울_남부교육지원청,38.1
서울_동부교육지원청,서울_북부교육지원청,35.2
서울_동부교육지원청,서울_중부교육지원청,18.9
서울_동부교육지원청,서울_강동송파교육지원청,31.7
서울_동부교육지원청,서울_성동광진교육지원청,22.6
서울_동부교육지원청,서울_성북강북교육지원청,39.5
서울_동부교육지원청,서울_강남서초교육지원청,43.6
서울_동부교육지원청,서울_동작관악교육지원청,33.9
서울_동부교육지원청,서울_강서양천교육지원청,17.3
서울_동부교육지원청,부산_본청,391.1
서울_동부교육지원청,부산_서부교육지원청,387.5
서울_동부교육지원청,부산_남부교육지원청,387.9
서울_동부교육지원청,부산_북부교육지원청,376.5
서울_동부교육지원청,부산_동래교육지원청,386.6
서울_동부교육지원청,부산_해운대교육지원청,394.5
서울_동부교육지원청,대구_본청,304.9
서울_동부교육지원청,대구_동부교육지원청,278.3
서울_동부교육지원청,대구_서부교육지원청,281.5
서울_동부교육지원청,대구_남부교육지원청,280.4
서울_동부교육지원청,대구_달성교육지원청,281.5
서울_동부교육지원청,대구_군위교육지원청,294.6
서울_동부교육지원청,인천_본청,36.6
서울_동부교육지원청,인천_남부교육지원청,21.5
서울_동부교육지원청,인천_북부교육지원청,39.1
서울_동부교육지원청,인천_동부교육지원청,24.1
서울_동부교육지원청,인천_서부교육지원청,38.1
서울_동부교육지원청,인천_강화교육지원청,44.5
서울_동부교육지원청,광주_본청,287.0
서울_동부교육지원청,광주_동부교육지원청,270.8
서울_동부교육지원청,광주_서부교육지원청,284.3
서울_동부교육지원청,대전_본청,144.2
서울_동부교육지원청,대전_동부교육지원청,160.7
서울_동부교육지원청,대전_서부교육지원청,157.2
서울_동부교육지원청,울산_본청,385.8
서울_동부교육지원청,울산_강북교육지원청,368.9
서울_동부교육지원청,울산_강남교육지원청,378.0
서울_동부교육지원청,세종_본청,171.6
서울_동부교육지원청,경기_본청,39.5
서울_동부교육지원청,경기_수원교육지원청,41.9
서울_동부교육지원청,경기_성남교육지원청,32.1
서울_동부교육지원청,경기_의정부교육지원청,58.9
서울_동부교육지원청,경기_안양과천교육지원청,32.6
서울_동부교육지원청,경기_안산교육지원청,30.5
서울_동부교육지원청,경기_평택교육지원청,56.1
서울_동부교육지원청,경기_고양교육지원청,39.7
서울_동부교육지원청,경기_화성오산교육지원청,27.3
서울_동부교육지원청,경기_시흥교육지원청,51.1
서울_동부교육지원청,경기_군포의왕교육지원청,53.9
서울_동부교육지원청,경기_용인교육지원청,22.2
서울_동부교육지원청,경기_파주교육지원청,55.2
서울_동부교육지원청,경기_이천교육지원청,44.4
서울_동부교육지원청,경기_안성교육지원청,22.6
서울_동부교육지원청,경기_김포교육지원청,24.1
서울_동부교육지원청,경기_광주하남교육지원청,23.0
서울_동부교육지원청,경기_연천교육지원청,54.4
서울_동부교육지원청,경기_포천교육지원청,57.0
서울_동부교육지원청,경기_가평교육지원청,30.6
서울_동부교육지원청,경기_양평교육지원청,46.7
서울_동부교육지원청,경기_여주교육지원청,41.0
서울_동부교육지원청,경기_동두천양주교육지원청,41.9
서울_동부교육지원청,경기_구리남양주교육지원청,34.3
서울_동부교육지원청,경기_부천교육지원청,33.6
서울_동부교육지원청,경기_광명교육지원청,50.0
서울_동부교육지원청,강원_본청,103.9
서울_동부교육지원청,강원_춘천교육지원청,133.9
서울_동부교육지원청,강원_원주교육지원청,138.1
서울_동부교육지원청,강원_강릉교육지원청,106.7
서울_동부교육지원청,강원_속초양양교육지원청,109.4
서울_동부교육지원청,강원_삼척교육지원청,139.8
서울_동부교육지원청,강원_홍천교육지원청,119.3
서울_동부교육지원청,강원_횡성교육지원청,110.6
서울_동부교육지원청,강원_영월교육지원청,128.4
서울_동부교육지원청,강원_평창교육지원청,122.0
서울_동부교육지원청,강원_정선교육지원청,109.3
서울_동부교육지원청,강원_철원교육지원청,111.1
서울_동부교육지원청,강원_화천교육지원청,103.5
서울_동부교육지원청,강원_양구교육지원청,132.5
서울_동부교육지원청,강원_인제교육지원청,130.2
서울_동부교육지원청,강원_고성교육지원청,103.9
서울_동부교육지원청,강원_양양교육지원청,110.0
서울_동부교육지원청,강원_태백교육지원청,121.9
서울_동부교육지원청,충북_본청,145.7
서울_동부교육지원청,충북_청주교육지원청,127.9
서울_동부교육지원청,충북_충주교육지원청,149.7
서울_동부교육지원청,충북_제천교육지원청,145.6
서울_동부교육지원청,충북_보은교육지원청,142.5
서울_동부교육지원청,충북_옥천교육지원청,126.6
서울_동부교육지원청,충북_영동교육지원청,124.2
서울_동부교육지원청,충북_진천교육지원청,120.6
서울_동부교육지원청,충북_괴산증평교육지원청,139.1
서울_동부교육지원청,충북_음성교육지원청,115.9
서울_동부교육지원청,충북_단양교육지원청,128.9
서울_동부교육지원청,충남_본청,133.6
서울_동부교육지원청,충남_천안교육지원청,160.8
서울_동부교육지원청,충남_공주교육지원청,168.5
서울_동부교육지원청,충남_보령교육지원청,169.3
서울_동부교육지원청,충남_아산교육지원청,169.7
서울_동부교육지원청,충남_서산교육지원청,136.1
서울_동부교육지원청,충남_논산계룡교육지원청,153.8
서울_동부교육지원청,충남_당진교육지원청,144.3
서울_동부교육지원청,충남_금산교육지원청,146.4
서울_동부교육지원청,충남_부여교육지원청,161.6
서울_동부교육지원청,충남_서천교육지원청,156.9
서울_동부교육지원청,충남_청양교육지원청,152.2
서울_동부교육지원청,충남_홍성교육지원청,134.4
서울_동부교육지원청,충남_예산교육지원청,150.2
서울_동부교육지원청,충남_태안교육지원청,153.6
서울_동부교육지원청,전북_본청,223.3
서울_동부교육지원청,전북_전주교육지원청,211.7
서울_동부교육지원청,전북_군산교육지원청,228.7
서울_동부교육지원청,전북_익산교육지원청,217.1
서울_동부교육지원청,전북_정읍교육지원청,237.9
서울_동부교육지원청,전북_남원교육지원청,233.8
서울_동부교육지원청,전북_김제교육지원청,220.0
서울_동부교육지원청,전북_완주교육지원청,227.4
서울_동부교육지원청,전북_진안교육지원청,203.8
서울_동부교육지원청,전북_무주교육지원청,227.7
서울_동부교육지원청,전북_장수교육지원청,240.0
서울_동부교육지원청,전북_임실교육지원청,223.2
서울_동부교육지원청,전북_순창교육지원청,234.7
서울_동부교육지원청,전북_고창교육지원청,221.9
서울_동부교육지원청,전북_부안교육지원청,205.3
서울_동부교육지원청,전남_본청,335.4
서울_동부교육지원청,전남_목포교육지원청,331.6
서울_동부교육지원청,전남_여수교육지원청,352.4
서울_동부교육지원청,전남_순천교육지원청,330.7
서울_동부교육지원청,전남_나주교육지원청,345.7
서울_동부교육지원청,전남_광양교육지원청,355.6
서울_동부교육지원청,전남_담양교육지원청,334.0
서울_동부교육지원청,전남_곡성교육지원청,348.6
서울_동부교육지원청,전남_구례교육지원청,336.1
서울_동부교육지원청,전남_고흥교육지원청,333.8
서울_동부교육지원청,전남_보성교육지원청,340.9
서울_동부교육지원청,전남_화순교육지원청,320.4
서울_동부교육지원청,전남_장흥교육지원청,339.2
서울_동부교육지원청,전남_강진교육지원청,322.1
서울_동부교육지원청,전남_해남교육지원청,332.2
서울_동부교육지원청,전남_영암교육지원청,332.2
서울_동부교육지원청,전남_무안교육지원청,332.3
서울_동부교육지원청,전남_함평교육지원청,334.6
서울_동부교육지원청,전남_영광교육지원청,330.7
서울_동부교육지원청,전남_장성교육지원청,325.7
서울_동부교육지원청,전남_완도교육지원청,358.8
서울_동부교육지원청,전남_진도교육지원청,339.0
서울_동부교육지원청,전남_신안교육지원청,330.9
서울_동부교육지원청,경북_본청,285.2
서울_동부교육지원청,경북_포항교육지원청,264.9
서울_동부교육지원청,경북_경주교육지원청,284.6
서울_동부교육지원청,경북_김천교육지원청,262.9
서울_동부교육지원청,경북_안동교육지원청,266.6
서울_동부교육지원청,경북_구미교육지원청,284.6
서울_동부교육지원청,경북_영주교육지원청,261.6
서울_동부교육지원청,경북_영천교육지원청,285.8
서울_동부교육지원청,경북_상주교육지원청,265.2
서울_동부교육지원청,경북_문경교육지원청,260.5
서울_동부교육지원청,경북_경산교육지원청,275.4
서울_동부교육지원청,경북_군위교육지원청,284.9
서울_동부교육지원청,경북_의성교육지원청,271.4
서울_동부교육지원청,경북_청송교육지원청,262.2
서울_동부교육지원청,경북_영양교육지원청,283.8
서울_동부교육지원청,경북_영덕교육지원청,292.4
서울_동부교육지원청,경북_청도교육지원청,271.7
서울_동부교육지원청,경북_고령교육지원청,299.8
서울_동부교육지원청,경북_성주교육지원청,297.5
서울_동부교육지원청,경북_칠곡교육지원청,296.5
서울_동부교육지원청,경북_예천교육지원청,293.7
서울_동부교육지원청,경북_봉화교육지원청,282.8
서울_동부교육지원청,경북_울진교육지원청,289.8
서울_동부교육지원청,경북_울릉교육지원청,269.6
서울_동부교육지원청,경남_본청,369.5
서울_동부교육지원청,경남_창원교육지원청,338.7
서울_동부교육지원청,경남_진주교육지원청,337.1
서울_동부교육지원청,경남_통영교육지원청,333.3
서울_동부교육지원청,경남_사천교육지원청,335.1
서울_동부교육지원청,경남_김해교육지원청,363.9
서울_동부교육지원청,경남_밀양교육지원청,356.5
서울_동부교육지원청,경남_거제교육지원청,331.6
서울_동부교육지원청,경남_양산교육지원청,360.1
서울_동부교육지원청,경남_의령교육지원청,365.0
서울_동부교육지원청,경남_함안교육지원청,366.1
서울_동부교육지원청,경남_창녕교육지원청,335.0
서울_동부교육지원청,경남_고성교육지원청,334.7
서울_동부교육지원청,경남_남해교육지원청,356.1
서울_동부교육지원청,경남_하동교육지원청,354.8
서울_동부교육지원청,경남_산청교육지원청,364.6
서울_동부교육지원청,경남_함양교육지원청,358.2
서울_동부교육지원청,경남_거창교육지원청,363.8
서울_동부교육지원청,경남_합천교육지원청,331.8
서울_동부교육지원청,제주_본청,446.0
서울_동부교육지원청,제주_제주교육지원청,434.9
서울_동부교육지원청,제주_서귀포교육지원청,468.6
서울_서부교육지원청,서울_본청,44.8
서울_서부교육지원청,서울_동부교육지원청,36.9
서울_서부교육지원청,서울_남부교육지원청,40.1
서울_서부교육지원청,서울_북부교육지원청,24.3
서울_서부교육지원청,서울_중부교육지원청,16.8
서울_서부교육지원청,서울_강동송파교육지원청,40.7
서울_서부교육지원청,서울_성동광진교육지원청,16.4
서울_서부교육지원청,서울_성북강북교육지원청,38.7
서울_서부교육지원청,서울_강남서초교육지원청,15.2
서울_서부교육지원청,서울_동작관악교육지원청,40.5
서울_서부교육지원청,서울_강서양천교육지원청,15.8
서울_서부교육지원청,부산_본청,402.5
서울_서부교육지원청,부산_서부교육지원청,370.5
서울_서부교육지원청,부산_남부교육지원청,401.4
서울_서부교육지원청,부산_북부교육지원청,393.2
서울_서부교육지원청,부산_동래교육지원청,373.4
서울_서부교육지원청,부산_해운대교육지원청,400.9
서울_서부교육지원청,대구_본청,281.6
서울_서부교육지원청,대구_동부교육지원청,271.6
서울_서부교육지원청,대구_서부교육지원청,293.7
서울_서부교육지원청,대구_남부교육지원청,296.4
서울_서부교육지원청,대구_달성교육지원청,285.3
서울_서부교육지원청,대구_군위교육지원청,277.8
서울_서부교육지원청,인천_본청,36.1
서울_서부교육지원청,인천_남부교육지원청,18.1
서울_서부교육지원청,인천_북부교육지원청,24.8
서울_서부교육지원청,인천_동부교육지원청,40.8
서울_서부교육지원청,인천_서부교육지원청,31.0
서울_서부교육지원청,인천_강화교육지원청,25.6
서울_서부교육지원청,광주_본청,273.0
서울_서부교육지원청,광주_동부교육지원청,285.0
서울_서부교육지원청,광주_서부교육지원청,308.6
서울_서부교육지원청,대전_본청,160.5
서울_서부교육지원청,대전_동부교육지원청,166.7
서울_서부교육지원청,대전_서부교육지원청,173.8
서울_서부교육지원청,울산_본청,364.9
서울_서부교육지원청,울산_강북교육지원청,376.5
서울_서부교육지원청,울산_강남교육지원청,366.9
서울_서부교육지원청,세종_본청,174.1
서울_서부교육지원청,경기_본청,22.3
서울_서부교육지원청,경기_수원교육지원청,39.4
서울_서부교육지원청,경기_성남교육지원청,37.7
서울_서부교육지원청,경기_의정부교육지원청,35.7
서울_서부교육지원청,경기_안양과천교육지원청,35.6
서울_서부교육지원청,경기_안산교육지원청,35.3
서울_서부교육지원청,경기_평택교육지원청,50.9
서울_서부교육지원청,경기_고양교육지원청,47.3
서울_서부교육지원청,경기_화성오산교육지원청,20.2
서울_서부교육지원청,경기_시흥교육지원청,31.5
서울_서부교육지원청,경기_군포의왕교육지원청,29.4
서울_서부교육지원청,경기_용인교육지원청,24.5
서울_서부교육지원청,경기_파주교육지원청,53.7
서울_서부교육지원청,경기_이천교육지원청,36.5
서울_서부교육지원청,경기_안성교육지원청,59.1
서울_서부교육지원청,경기_김포교육지원청,35.2
서울_서부교육지원청,경기_광주하남교육지원청,39.8
서울_서부교육지원청,경기_연천교육지원청,58.0
서울_서부교육지원청,경기_포천교육지원청,47.3
서울_서부교육지원청,경기_가평교육지원청,41.9
서울_서부교육지원청,경기_양평교육지원청,37.3
서울_서부교육지원청,경기_여주교육지원청,54.4
서울_서부교육지원청,경기_동두천양주교육지원청,55.6
서울_서부교육지원청,경기_구리남양주교육지원청,23.5
서울_서부교육지원청,경기_부천교육지원청,57.2
서울_서부교육지원청,경기_광명교육지원청,43.1
서울_서부교육지원청,강원_본청,129.9
서울_서부교육지원청,강원_춘천교육지원청,101.1
서울_서부교육지원청,강원_원주교육지원청,105.7
서울_서부교육지원청,강원_강릉교육지원청,137.0
서울_서부교육지원청,강원_속초양양교육지원청,119.9
서울_서부교육지원청,강원_삼척교육지원청,138.1
서울_서부교육지원청,강원_홍천교육지원청,115.5
서울_서부교육지원청,강원_횡성교육지원청,133.7
서울_서부교육지원청,강원_영월교육지원청,114.8
서울_서부교육지원청,강원_평창교육지원청,134.5
서울_서부교육지원청,강원_정선교육지원청,122.5
서울_서부교육지원청,강원_철원교육지원청,114.1
서울_서부교육지원청,강원_화천교육지원청,120.7
서울_서부교육지원청,강원_양구교육지원청,132.4
서울_서부교육지원청,강원_인제교육지원청,130.6
서울_서부교육지원청,강원_고성교육지원청,120.6
서울_서부교육지원청,강원_양양교육지원청,108.4
서울_서부교육지원청,강원_태백교육지원청,125.0
서울_서부교육지원청,충북_본청,140.9
서울_서부교육지원청,충북_청주교육지원청,147.1
서울_서부교육지원청,충북_충주교육지원청,116.8
서울_서부교육지원청,충북_제천교육지원청,147.1
서울_서부교육지원청,충북_보은교육지원청,134.4
서울_서부교육지원청,충북_옥천교육지원청,129.7
서울_서부교육지원청,충북_영동교육지원청,143.5
서울_서부교육지원청,충북_진천교육지원청,122.4
서울_서부교육지원청,충북_괴산증평교육지원청,120.1
서울_서부교육지원청,충북_음성교육지원청,125.3
서울_서부교육지원청,충북_단양교육지원청,129.0
서울_서부교육지원청,충남_본청,140.2
서울_서부교육지원청,충남_천안교육지원청,140.2
서울_서부교육지원청,충남_공주교육지원청,142.2
서울_서부교육지원청,충남_보령교육지원청,155.7
서울_서부교육지원청,충남_아산교육지원청,154.3
서울_서부교육지원청,충남_서산교육지원청,135.3
서울_서부교육지원청,충남_논산계룡교육지원청,165.7
서울_서부교육지원청,충남_당진교육지원청,133.6
서울_서부교육지원청,충남_금산교육지원청,130.7
서울_서부교육지원청,충남_부여교육지원청,164.5
서울_서부교육지원청,충남_서천교육지원청,139.5
서울_서부교육지원청,충남_청양교육지원청,149.3
서울_서부교육지원청,충남_홍성교육지원청,146.2
서울_서부교육지원청,충남_예산교육지원청,130.3
서울_서부교육지원청,충남_태안교육지원청,135.8
서울_서부교육지원청,전북_본청,217.1
서울_서부교육지원청,전북_전주교육지원청,214.3
서울_서부교육지원청,전북_군산교육지원청,215.6
서울_서부교육지원청,전북_익산교육지원청,214.1
서울_서부교육지원청,전북_정읍교육지원청,230.7
서울_서부교육지원청,전북_남원교육지원청,215.5
서울_서부교육지원청,전북_김제교육지원청,239.9
서울_서부교육지원청,전북_완주교육지원청,211.8
서울_서부교육지원청,전북_진안교육지원청,239.9
서울_서부교육지원청,전북_무주교육지원청,232.9
서울_서부교육지원청,전북_장수교육지원청,201.0
서울_서부교육지원청,전북_임실교육지원청,226.4
서울_서부교육지원청,전북_순창교육지원청,215.8
서울_서부교육지원청,전북_고창교육지원청,239.4
서울_서부교육지원청,전북_부안교육지원청,214.9
서울_서부교육지원청,전남_본청,327.3
서울_서부교육지원청,전남_목포교육지원청,322.6
서울_서부교육지원청,전남_여수교육지원청,320.2
서울_서부교육지원청,전남_순천교육지원청,351.6
서울_서부교육지원청,전남_나주교육지원청,342.5
서울_서부교육지원청,전남_광양교육지원청,328.5
서울_서부교육지원청,전남_담양교육지원청,339.8
서울_서부교육지원청,전남_곡성교육지원청,354.6
서울_서부교육지원청,전남_구례교육지원청,334.0
서울_서부교육지원청,전남_고흥교육지원청,343.7
서울_서부교육지원청,전남_보성교육지원청,328.4
서울_서부교육지원청,전남_화순교육지원청,356.7
서울_서부교육지원청,전남_장흥교육지원청,355.7
서울_서부교육지원청,전남_강진교육지원청,340.6
서울_서부교육지원청,전남_해남교육지원청,346.0
서울_서부교육지원청,전남_영암교육지원청,350.0
서울_서부교육지원청,전남_무안교육지원청,350.8
서울_서부교육지원청,전남_함평교육지원청,353.3
서울_서부교육지원청,전남_영광교육지원청,322.4
서울_서부교육지원청,전남_장성교육지원청,338.3
서울_서부교육지원청,전남_완도교육지원청,334.3
서울_서부교육지원청,전남_진도교육지원청,332.9
서울_서부교육지원청,전남_신안교육지원청,342.4
서울_서부교육지원청,경북_본청,282.3
서울_서부교육지원청,경북_포항교육지원청,285.8
서울_서부교육지원청,경북_경주교육지원청,282.5
서울_서부교육지원청,경북_김천교육지원청,287.9
서울_서부교육지원청,경북_안동교육지원청,298.8
서울_서부교육지원청,경북_구미교육지원청,263.0
서울_서부교육지원청,경북_영주교육지원청,299.3
서울_서부교육지원청,경북_영천교육지원청,288.7
서울_서부교육지원청,경북_상주교육지원청,276.0
서울_서부교육지원청,경북_문경교육지원청,285.4
서울_서부교육지원청,경북_경산교육지원청,269.6
서울_서부교육지원청,경북_군위교육지원청,293.6
서울_서부교육지원청,경북_의성교육지원청,283.2
서울_서부교육지원청,경북_청송교육지원청,279.0
서울_서부교육지원청,경북_영양교육지원청,292.5
서울_서부교육지원청,경북_영덕교육지원청,262.1
서울_서부교육지원청,경북_청도교육지원청,293.5
서울_서부교육지원청,경북_고령교육지원청,285.9
서울_서부교육지원청,경북_성주교육지원청,286.8
서울_서부교육지원청,경북_칠곡교육지원청,272.3
서울_서부교육지원청,경북_예천교육지원청,276.8
서울_서부교육지원청,경북_봉화교육지원청,262.0
서울_서부교육지원청,경북_울진교육지원청,273.4
서울_서부교육지원청,경북_울릉교육지원청,289.9
서울_서부교육지원청,경남_본청,360.0
서울_서부교육지원청,경남_창원교육지원청,366.5
서울_서부교육지원청,경남_진주교육지원청,357.3
서울_서부교육지원청,경남_통영교육지원청,334.6
서울_서부교육지원청,경남_사천교육지원청,365.5
서울_서부교육지원청,경남_김해교육지원청,347.1
서울_서부교육지원청,경남_밀양교육지원청,357.7
서울_서부교육지원청,경남_거제교육지원청,362.3
서울_서부교육지원청,경남_양산교육지원청,344.3
서울_서부교육지원청,경남_의령교육지원청,334.6
서울_서부교육지원청,경남_함안교육지원청,342.0
서울_서부교육지원청,경남_창녕교육지원청,368.4
서울_서부교육지원청,경남_고성교육지원청,367.2
서울_서부교육지원청,경남_남해교육지원청,366.4
서울_서부교육지원청,경남_하동교육지원청,367.8
서울_서부교육지원청,경남_산청교육지원청,339.4
서울_서부교육지원청,경남_함양교육지원청,339.0
서울_서부교육지원청,경남_거창교육지원청,344.6
서울_서부교육지원청,경남_합천교육지원청,340.8
서울_서부교육지원청,제주_본청,457.6
